app_id,category,os_type,app_store,developer_type,app_size_mb,install_count,rating,review_count,days_since_release,days_since_last_update,update_frequency,permissions_requested,sensitive_permissions,permission_ratio,network_requests_per_day,external_domains_contacted,encrypted_traffic_ratio,code_obfuscation_detected,anti_debugging_techniques,suspicious_api_calls,background_activity_score,data_collection_intensity,user_interaction_anomalies,developer_history_score,previous_violations,static_analysis_score,dynamic_analysis_score,malware_scan_score,risk_score,risk_category
app_03505,Education,macOS,App Store,Individual,7.7,166636,1.36,21246,1791,670,8,9,1,0.111,19286.07,12,0.317,0,0,8,0.643,0.483,0.109,0.088,0,0.552,0.807,0.857,0.97,High
app_03506,Health,Linux,Third Party,Open Source,52.69,700670,1.45,13736,858,533,16,32,6,0.188,209.55,10,0.95,0,0,5,0.211,0.34,0.38,0.687,0,0.495,0.473,0.06,1.0,High
app_03507,Health,iOS,Google Play,Unknown,36.99,571380,4.96,22800,1365,315,9,29,14,0.483,450.91,16,0.532,0,0,9,0.289,0.796,0.388,0.665,1,0.226,0.464,0.487,1.0,High
app_03508,Shopping,iOS,Enterprise,Unknown,44.77,577364,3.21,5300,3347,589,7,46,6,0.13,192.78,10,0.818,0,0,4,0.935,0.746,0.714,0.565,0,0.699,0.553,0.845,0.766,High
app_03509,Entertainment,Android,Enterprise,Unknown,93.43,947693,1.22,9618,2268,381,8,41,6,0.146,44.64,5,0.544,0,0,7,0.86,0.355,0.762,0.65,0,0.889,0.572,0.84,1.0,High
app_03510,Health,Android,Microsoft Store,Unknown,25.53,18566,2.11,44177,1685,260,5,36,4,0.111,4612.44,19,0.33,0,0,1,0.023,0.609,0.444,0.977,0,0.73,0.479,0.485,0.557,Medium
app_03511,Shopping,iOS,Enterprise,Open Source,22.89,531011,4.48,49872,2638,427,10,29,7,0.241,1100.72,8,0.32,0,0,4,0.373,0.54,0.164,0.884,0,0.564,0.118,0.615,0.66,High
app_03512,Games,Windows,Google Play,Unknown,6.76,649337,1.32,40158,3425,73,11,34,8,0.235,1186.07,18,0.343,0,0,7,0.277,0.328,0.549,0.262,0,0.282,0.121,0.155,1.0,High
app_03513,Health,Linux,Enterprise,Small Company,11.97,951707,3.56,9415,3055,473,12,35,11,0.314,16.8,4,0.404,0,0,9,0.861,0.229,0.607,0.893,0,0.877,0.065,0.983,0.882,High
app_03514,Finance,macOS,Microsoft Store,Small Company,16.07,879168,2.87,35897,464,678,10,22,7,0.318,36.42,12,0.969,0,1,4,0.333,0.806,0.882,0.234,0,0.785,0.018,0.212,1.0,High
app_03515,Finance,macOS,App Store,Large Corporation,4.77,746162,1.01,7421,221,487,16,32,2,0.062,64.44,19,0.908,1,0,7,0.695,0.283,0.007,0.671,0,0.207,0.176,0.56,1.0,High
app_03516,Finance,Windows,Google Play,Individual,23.16,52918,1.28,33263,1866,178,20,9,2,0.222,17.35,1,0.477,0,0,7,0.256,0.436,0.208,0.387,0,0.285,0.249,0.948,1.0,High
app_03517,Shopping,Linux,Third Party,Open Source,21.6,459277,3.83,18807,3171,309,11,11,3,0.273,51.22,7,0.312,0,0,2,0.652,0.655,0.558,0.884,0,0.119,0.872,0.202,1.0,High
app_03518,Shopping,Linux,Third Party,Small Company,26.28,818326,3.11,2883,3644,715,11,16,13,0.812,516.19,15,0.474,1,0,2,0.161,0.403,0.285,0.447,0,0.735,0.004,0.7,1.0,High
app_03519,Finance,macOS,Enterprise,Individual,5.01,95969,4.53,16225,3559,517,12,6,5,0.833,32.15,9,0.935,0,0,4,0.991,0.542,0.346,0.705,0,0.972,0.898,0.947,0.578,Medium
app_03520,Business,Windows,App Store,Small Company,4.63,832223,2.47,13622,2127,705,11,23,1,0.043,1041.99,5,0.903,0,0,1,0.906,0.274,0.564,0.942,0,0.084,0.499,0.894,0.612,High
app_03521,Travel,Android,Google Play,Individual,15.15,580933,4.63,1384,3221,186,22,36,9,0.25,1595.84,2,0.421,0,0,5,0.577,0.062,0.589,0.827,0,0.403,0.205,0.21,0.685,High
app_03522,Health,Linux,Third Party,Open Source,58.46,332633,2.91,7884,2006,159,9,34,2,0.059,29.23,19,0.766,0,0,8,0.884,0.794,0.107,0.982,0,0.795,0.429,0.865,0.682,High
app_03523,Games,macOS,Microsoft Store,Unknown,22.0,27250,2.87,21027,2838,643,5,39,9,0.231,26.75,9,0.477,0,0,4,0.597,0.459,0.664,0.812,0,0.371,0.936,0.016,1.0,High
app_03524,Games,Linux,Enterprise,Individual,48.52,881936,2.78,29358,821,388,12,21,3,0.143,119.94,8,0.886,1,0,9,0.506,0.4,0.644,0.242,0,0.74,0.693,0.834,1.0,High
app_03525,Travel,macOS,Google Play,Large Corporation,43.46,676243,3.04,14056,414,525,16,23,4,0.174,214.44,12,0.325,0,0,5,0.414,0.352,0.108,0.276,0,0.82,0.773,0.685,0.466,Medium
app_03526,Health,Android,Microsoft Store,Open Source,51.18,638074,3.53,32692,1728,100,8,20,14,0.7,525.97,1,0.523,0,0,3,0.91,0.758,0.961,0.442,0,0.735,0.496,0.975,0.344,Medium
app_03527,Entertainment,macOS,Third Party,Individual,66.36,631893,2.64,36556,1269,58,11,39,6,0.154,27.64,5,0.374,0,0,4,0.64,0.393,0.427,0.471,0,0.196,0.578,0.069,1.0,High
app_03528,Games,iOS,Microsoft Store,Unknown,28.26,631249,2.07,16441,2215,421,11,25,14,0.56,42.61,11,0.984,1,0,2,0.382,0.612,0.858,0.269,0,0.326,0.118,0.977,1.0,High
app_03529,Games,iOS,Microsoft Store,Open Source,27.34,708195,3.04,13571,3169,382,17,7,0,0.0,245.15,12,0.43,0,1,7,0.515,0.798,0.34,0.431,0,0.287,0.472,0.746,1.0,High
app_03530,Education,iOS,App Store,Open Source,18.36,871457,2.91,31663,3067,716,4,34,12,0.353,1342.62,17,0.498,0,0,0,0.561,0.071,0.928,0.674,0,0.244,0.005,0.264,1.0,High
app_03531,Shopping,Windows,Google Play,Large Corporation,6.38,407829,3.28,44582,2158,315,11,25,11,0.44,2604.82,19,0.601,0,1,3,0.181,0.063,0.29,0.205,0,0.655,0.842,0.304,0.573,Medium
app_03532,Games,macOS,Third Party,Small Company,34.6,444545,3.13,8741,2406,567,11,32,6,0.188,1511.75,2,0.598,0,0,9,0.663,0.366,0.122,0.093,0,0.798,0.885,0.483,1.0,High
app_03533,Productivity,Windows,Microsoft Store,Open Source,24.58,965528,2.21,30141,1145,203,11,29,7,0.241,270.59,18,0.706,0,0,1,0.777,0.135,0.903,0.221,0,0.216,0.966,0.299,1.0,High
app_03534,Education,macOS,Microsoft Store,Unknown,21.65,219018,2.43,28195,767,580,7,12,1,0.083,247.76,1,0.759,0,0,9,0.321,0.994,0.586,0.834,0,0.169,0.847,0.763,1.0,High
app_03535,Productivity,Linux,Google Play,Small Company,3.97,886473,1.65,25539,2156,411,19,16,6,0.375,1037.86,14,0.311,0,0,4,0.645,0.511,0.378,0.262,0,0.167,0.811,0.172,1.0,High
app_03536,Finance,Linux,Microsoft Store,Individual,38.25,863370,3.5,45513,2930,492,14,21,11,0.524,446.93,5,0.654,0,0,6,0.772,0.428,0.581,0.47,0,0.133,0.167,0.288,1.0,High
app_03537,Shopping,Windows,Enterprise,Large Corporation,9.77,824462,3.23,38500,1359,599,14,13,8,0.615,92.26,13,0.64,0,0,0,0.749,0.221,0.951,0.106,1,0.928,0.889,0.03,1.0,High
app_03538,Productivity,Windows,App Store,Unknown,27.39,300443,4.57,48874,2810,377,10,13,6,0.462,9.66,1,0.698,0,0,4,0.533,0.273,0.201,0.383,1,0.788,0.384,0.684,0.759,High
app_03539,Productivity,macOS,Third Party,Large Corporation,9.98,3610,3.87,49064,2747,582,11,16,13,0.812,795.65,10,0.51,0,0,7,0.281,0.125,0.081,0.258,1,0.256,0.855,0.459,1.0,High
app_03540,Finance,iOS,App Store,Unknown,41.28,94348,3.18,24168,1406,718,10,35,12,0.343,49.15,5,0.37,0,0,7,0.498,0.44,0.751,0.426,1,0.993,0.876,0.796,1.0,High
app_03541,Productivity,macOS,Microsoft Store,Small Company,112.07,978980,3.41,20206,2797,510,17,5,3,0.6,34.69,12,0.924,1,0,4,0.055,0.183,0.772,0.286,1,0.835,0.237,0.693,1.0,High
app_03542,Social,iOS,Enterprise,Large Corporation,4.74,105489,2.01,37622,677,587,5,37,1,0.027,82.75,15,0.76,0,0,7,0.713,0.033,0.417,0.434,0,0.015,0.534,0.295,1.0,High
app_03543,Finance,Linux,Google Play,Large Corporation,29.3,969261,2.02,38647,299,617,10,35,14,0.4,8410.55,18,0.569,0,0,5,0.817,0.546,0.237,0.899,0,0.601,0.618,0.037,0.563,Medium
app_03544,Education,Linux,Enterprise,Open Source,96.01,945982,2.56,40472,1635,696,17,7,4,0.571,869.18,10,0.714,1,0,8,0.312,0.296,0.25,0.309,0,0.116,0.735,0.194,1.0,High
app_03545,Travel,Linux,App Store,Large Corporation,110.27,383554,4.15,6121,2404,653,15,27,2,0.074,1061.51,11,0.967,1,0,2,0.776,0.499,0.325,0.756,0,0.65,0.672,0.554,0.586,Medium
app_03546,Finance,Linux,Enterprise,Large Corporation,14.07,575114,2.49,26596,2928,465,13,27,2,0.074,721.4,5,0.6,0,0,7,0.673,0.187,0.376,0.754,0,0.21,0.376,0.503,1.0,High
app_03547,Entertainment,Windows,Third Party,Open Source,34.88,856422,3.9,48858,1849,229,8,44,7,0.159,602.17,1,0.57,0,0,6,0.335,0.125,0.755,0.969,0,0.397,0.902,0.728,0.696,High
app_03548,Finance,Linux,Third Party,Small Company,108.47,457133,4.01,13160,3021,627,11,18,13,0.722,32.4,5,0.855,0,0,8,0.707,0.879,0.348,0.328,0,0.872,0.887,0.584,1.0,High
app_03549,Travel,macOS,Google Play,Individual,77.53,228456,4.1,38030,1058,0,16,18,7,0.389,2089.28,5,0.689,1,0,4,0.572,0.614,0.985,0.858,0,0.287,0.412,0.102,0.968,High
app_03550,Education,iOS,Microsoft Store,Small Company,9.83,229816,1.74,18375,1051,316,15,42,0,0.0,194.53,8,0.605,0,0,7,0.362,0.226,0.932,0.469,0,0.622,0.7,0.019,1.0,High
app_03551,Shopping,iOS,Microsoft Store,Unknown,168.29,316859,3.86,7202,2025,399,13,28,7,0.25,4929.53,18,0.954,0,0,6,0.008,0.013,0.113,0.803,0,0.503,0.224,0.545,1.0,High
app_03552,Games,iOS,Microsoft Store,Open Source,1.6,397382,4.32,16330,1599,613,10,39,5,0.128,232.48,9,0.953,0,0,1,0.268,0.587,0.004,0.023,1,0.236,0.83,0.612,1.0,High
app_03553,Travel,Linux,Google Play,Unknown,13.6,930672,4.92,45789,3134,706,6,46,10,0.217,554.09,17,0.564,0,0,7,0.16,0.373,0.459,0.075,0,0.508,0.907,0.103,1.0,High
app_03554,Shopping,iOS,Microsoft Store,Individual,5.74,708522,1.35,34870,2638,550,11,38,2,0.053,5.71,7,0.856,0,0,5,0.808,0.489,0.016,0.75,0,0.878,0.801,0.395,0.506,Medium
app_03555,Health,Android,Microsoft Store,Unknown,11.32,830828,2.13,25730,88,537,17,41,0,0.0,150.63,18,0.852,1,0,3,0.717,0.446,0.388,0.632,0,0.698,0.503,0.49,1.0,High
app_03556,Games,Windows,Enterprise,Unknown,238.3,338813,2.45,1902,2744,153,14,31,1,0.032,1090.73,16,0.951,1,0,8,0.134,0.084,0.438,0.588,0,0.21,0.232,0.807,1.0,High
app_03557,Entertainment,Android,Google Play,Open Source,24.73,884633,3.19,21903,1345,488,13,24,3,0.125,1063.21,18,0.477,0,0,7,0.376,0.379,0.493,0.677,0,0.427,0.12,0.792,1.0,High
app_03558,Business,Linux,App Store,Small Company,58.02,920481,4.21,13476,907,500,10,12,5,0.417,490.5,14,0.694,0,0,5,0.649,0.114,0.129,0.146,0,0.115,0.398,0.157,1.0,High
app_03559,Productivity,iOS,App Store,Small Company,8.88,582632,2.78,34454,752,599,10,34,4,0.118,2452.14,13,0.475,0,0,0,0.811,0.82,0.432,0.838,0,0.135,0.86,0.874,0.615,High
app_03560,Travel,iOS,Google Play,Unknown,60.02,621307,2.11,6279,438,422,12,5,3,0.6,36.18,8,0.599,0,0,4,0.421,0.837,0.343,0.861,0,0.554,0.109,0.442,0.758,High
app_03561,Productivity,Linux,Microsoft Store,Individual,27.42,470749,4.29,5133,2055,412,10,12,8,0.667,11.1,11,0.739,0,0,7,0.965,0.024,0.435,0.563,0,0.669,0.899,0.697,0.727,High
app_03562,Shopping,Android,App Store,Unknown,100.37,50562,1.63,23271,182,698,10,18,13,0.722,379.39,17,0.754,0,0,6,0.445,0.82,0.842,0.464,0,0.333,0.496,0.249,1.0,High
app_03563,Productivity,Android,App Store,Small Company,36.68,235935,1.57,41359,1932,115,10,16,7,0.438,472.41,19,0.806,0,0,8,0.615,0.376,0.899,0.591,1,0.405,0.395,0.965,0.861,High
app_03564,Shopping,Linux,Enterprise,Open Source,23.19,1806,4.51,29620,2080,239,12,18,12,0.667,4988.33,16,0.811,0,1,3,0.492,0.747,0.37,0.441,0,0.32,0.106,0.482,0.722,High
app_03565,Travel,Android,Enterprise,Individual,11.46,334894,4.92,35735,2256,47,10,12,8,0.667,245.22,14,0.746,0,0,7,0.733,0.577,0.79,0.821,0,0.901,0.505,0.16,0.683,High
app_03566,Education,Android,App Store,Open Source,41.01,616615,1.93,25941,1633,50,15,48,7,0.146,26.6,13,0.309,0,0,3,0.394,0.108,0.748,0.971,1,0.954,0.545,0.148,0.954,High
app_03567,Games,macOS,Google Play,Open Source,23.89,232133,1.73,36855,444,493,9,11,0,0.0,804.42,18,0.57,1,0,9,0.261,0.642,0.682,0.728,1,0.9,0.759,0.481,1.0,High
app_03568,Shopping,Android,Enterprise,Unknown,44.78,978667,1.01,48100,30,603,10,14,7,0.5,16314.08,13,0.591,1,0,6,0.382,0.063,0.451,0.98,0,0.516,0.13,0.154,1.0,High
app_03569,Shopping,Linux,Third Party,Large Corporation,2.18,635250,2.83,7953,3424,600,10,24,5,0.208,4.67,11,0.492,0,0,7,0.789,0.949,0.514,0.275,0,0.64,0.141,0.352,1.0,High
app_03570,Business,Android,Enterprise,Open Source,34.24,35040,4.1,4892,1084,466,10,41,13,0.317,3927.05,18,0.755,0,0,8,0.363,0.545,0.09,0.325,0,0.562,0.46,0.265,0.992,High
app_03571,Games,macOS,App Store,Unknown,66.9,279883,1.43,10684,3402,442,10,12,2,0.167,82.39,12,0.473,0,0,0,0.12,0.53,0.153,0.384,0,0.228,0.028,0.193,1.0,High
app_03572,Business,macOS,Google Play,Large Corporation,4.78,234834,3.3,4355,3471,409,9,23,8,0.348,49.13,3,0.954,0,0,3,0.041,0.792,0.479,0.077,0,0.014,0.306,0.735,0.509,Medium
app_03573,Health,Linux,Microsoft Store,Open Source,25.04,983478,3.41,37338,3402,291,11,26,13,0.5,4900.62,9,0.377,0,1,6,0.881,0.547,0.694,0.332,0,0.35,0.03,0.337,1.0,High
app_03574,Finance,Windows,Enterprise,Open Source,20.07,216053,3.1,218,2060,673,18,36,2,0.056,662.6,9,0.403,1,0,5,0.817,0.451,0.199,0.383,0,0.623,0.865,0.435,1.0,High
app_03575,Entertainment,Windows,Microsoft Store,Large Corporation,19.44,55349,2.31,16489,2715,344,15,33,8,0.242,198740.69,10,0.508,0,0,3,0.641,0.943,0.381,0.931,0,0.579,0.646,0.754,0.18,Low
app_03576,Entertainment,iOS,Microsoft Store,Large Corporation,28.82,600906,2.36,17048,380,553,18,25,8,0.32,136.62,19,0.882,0,1,8,0.888,0.388,0.029,0.919,0,0.804,0.516,0.893,0.959,High
app_03577,Entertainment,Linux,Microsoft Store,Open Source,40.83,993894,1.22,29791,2757,554,11,15,14,0.933,17.97,16,0.672,0,0,9,0.194,0.646,0.137,0.781,0,0.059,0.911,0.333,1.0,High
app_03578,Games,iOS,Third Party,Individual,7.77,917593,1.32,8285,2957,402,14,31,14,0.452,150.37,10,0.931,0,0,1,0.329,0.823,0.598,0.425,1,0.442,0.469,0.993,1.0,High
app_03579,Education,Linux,Third Party,Open Source,11.2,781278,3.56,44111,2969,203,10,15,11,0.733,54.71,19,0.931,0,0,5,0.511,0.227,0.397,0.902,0,0.143,0.193,0.06,1.0,High
app_03580,Finance,iOS,Google Play,Open Source,37.82,950434,2.56,44578,1318,692,9,18,12,0.667,49.58,15,0.981,0,0,7,0.16,0.006,0.74,0.6,0,0.456,0.498,0.375,0.83,High
app_03581,Productivity,Android,Third Party,Large Corporation,17.66,184843,1.38,19119,327,273,15,26,2,0.077,41.57,14,0.985,0,0,8,0.992,0.348,0.902,0.429,0,0.905,0.621,0.231,1.0,High
app_03582,Entertainment,iOS,App Store,Individual,15.98,817717,2.86,37272,3516,718,16,37,10,0.27,33.62,10,0.805,0,0,5,0.175,0.197,0.012,0.02,0,0.183,0.212,0.988,0.979,High
app_03583,Shopping,iOS,Microsoft Store,Unknown,33.15,602326,4.81,7890,1061,305,13,13,3,0.231,1297.99,3,0.837,0,0,0,0.577,0.746,0.285,0.893,0,0.354,0.655,0.407,0.032,Low
app_03584,Productivity,Windows,Enterprise,Open Source,50.69,318706,3.79,25133,757,241,12,48,6,0.125,31.62,12,0.868,0,0,3,0.592,0.261,0.134,0.521,0,0.904,0.777,0.998,0.315,Medium
app_03585,Games,Windows,Enterprise,Small Company,92.2,161623,1.33,1115,1036,206,14,48,14,0.292,1094.22,11,0.676,0,0,9,0.449,0.497,0.764,0.688,0,0.088,0.082,0.577,1.0,High
app_03586,Business,iOS,Microsoft Store,Small Company,23.28,750252,3.74,17005,13,129,19,37,1,0.027,246.6,12,0.926,0,0,2,0.472,0.969,0.249,0.441,0,0.95,0.056,0.75,0.53,Medium
app_03587,Shopping,macOS,App Store,Small Company,14.61,503924,2.67,45676,2424,462,9,19,4,0.211,1601.67,11,0.798,0,0,7,0.373,0.605,0.226,0.638,0,0.098,0.324,0.273,1.0,High
app_03588,Business,iOS,Microsoft Store,Unknown,18.68,331806,1.61,15320,223,613,13,11,2,0.182,2329.9,5,0.91,0,0,5,0.218,0.34,0.658,0.116,1,0.532,0.484,0.363,1.0,High
app_03589,Travel,Linux,Third Party,Large Corporation,3.9,809345,3.6,21177,3465,693,16,20,7,0.35,708.86,7,0.784,0,0,5,0.88,0.144,0.254,0.49,0,0.122,0.91,0.231,1.0,High
app_03590,Shopping,Windows,Third Party,Large Corporation,57.47,910984,5.0,34883,3477,129,14,31,2,0.065,135.59,13,0.83,0,0,9,0.098,0.481,0.483,0.739,1,0.496,0.775,0.852,1.0,High
app_03591,Education,iOS,Microsoft Store,Large Corporation,14.41,402567,1.92,32319,1480,627,16,12,10,0.833,223.14,5,0.815,0,1,5,0.012,0.163,0.964,0.47,0,0.156,0.029,0.226,1.0,High
app_03592,Education,Windows,Third Party,Large Corporation,44.46,539237,3.99,15094,2727,566,15,7,3,0.429,13.91,15,0.53,1,0,2,0.546,0.273,0.331,0.008,0,0.696,0.928,0.197,1.0,High
app_03593,Health,Linux,Third Party,Open Source,39.18,630170,2.02,10148,3225,314,10,34,5,0.147,2.98,4,0.382,0,0,1,0.997,0.207,0.183,0.009,1,0.157,0.247,0.206,1.0,High
app_03594,Social,macOS,Google Play,Open Source,10.62,721859,3.17,969,1157,203,11,26,14,0.538,2534.59,13,0.391,0,0,8,0.577,0.33,0.856,0.41,0,0.982,0.342,0.131,1.0,High
app_03595,Education,iOS,Third Party,Large Corporation,15.03,739115,4.26,33916,200,250,16,35,3,0.086,1054.22,19,0.366,1,0,3,0.546,0.921,0.612,0.198,1,0.865,0.547,0.852,1.0,High
app_03596,Social,iOS,App Store,Large Corporation,18.93,475167,4.37,26447,3422,510,18,49,14,0.286,38.25,18,0.432,0,0,2,0.366,0.187,0.736,0.88,0,0.251,0.9,0.013,0.72,High
app_03597,Productivity,Windows,Google Play,Large Corporation,9.67,577309,2.72,233,2771,157,14,40,2,0.05,4956.99,2,0.313,0,0,3,0.561,0.191,0.789,0.121,0,0.099,0.442,0.699,0.681,High
app_03598,Health,macOS,Microsoft Store,Unknown,32.83,180747,3.07,8014,237,685,12,36,10,0.278,39.7,2,0.855,1,0,0,0.89,0.776,0.249,0.875,0,0.411,0.186,0.885,1.0,High
app_03599,Entertainment,iOS,App Store,Unknown,7.5,275771,2.57,23282,1875,159,17,15,10,0.667,9.42,7,0.387,1,0,6,0.198,0.523,0.555,0.003,0,0.67,0.679,0.85,1.0,High
app_03600,Entertainment,macOS,Microsoft Store,Individual,26.0,612409,3.92,2106,3281,225,9,49,0,0.0,780.53,8,0.899,0,0,9,0.147,0.953,0.814,0.942,0,0.111,0.615,0.967,0.72,High
app_03601,Games,iOS,App Store,Large Corporation,15.94,73406,1.46,30362,800,407,12,19,4,0.211,76.69,7,0.417,0,0,3,0.563,0.423,0.441,0.297,0,0.015,0.544,0.058,1.0,High
app_03602,Travel,Linux,Third Party,Individual,11.15,436801,2.13,20407,1829,560,12,30,4,0.133,28.69,19,0.632,0,1,4,0.247,0.943,0.331,0.895,0,0.198,0.079,0.299,1.0,High
app_03603,Health,macOS,App Store,Large Corporation,10.23,172018,1.76,3497,1094,106,16,41,7,0.171,498.55,18,0.658,0,0,3,0.038,0.4,0.617,0.621,0,0.72,0.085,0.741,0.412,Medium
app_03604,Business,Linux,Third Party,Individual,94.84,780704,4.28,30677,3158,298,8,29,4,0.138,666.09,2,0.398,0,0,2,0.138,0.405,0.48,0.951,0,0.19,0.169,0.345,1.0,High
app_03605,Games,Android,Microsoft Store,Large Corporation,19.92,652666,1.66,27025,1770,214,10,49,12,0.245,506.35,11,0.631,1,0,1,0.71,0.592,0.121,0.576,0,0.105,0.804,0.547,0.893,High
app_03606,Entertainment,Windows,Third Party,Large Corporation,17.45,874223,2.41,13445,2334,135,16,17,0,0.0,4267.74,3,0.626,0,0,2,0.787,0.665,0.324,0.843,0,0.453,0.197,0.176,1.0,High
app_03607,Games,macOS,App Store,Individual,18.87,471519,3.92,743,2079,3,9,26,6,0.231,116.68,5,0.992,0,0,9,0.397,0.093,0.715,0.018,0,0.152,0.665,0.214,1.0,High
app_03608,Education,macOS,App Store,Small Company,16.36,858286,4.45,15976,463,395,13,15,0,0.0,12.84,12,0.964,0,0,6,0.294,0.522,0.421,0.637,0,0.049,0.462,0.216,1.0,High
app_03609,Business,Windows,Enterprise,Small Company,48.01,660010,3.25,18725,2268,61,16,21,5,0.238,5008.84,19,0.994,0,0,0,0.452,0.967,0.79,0.632,0,0.183,0.722,0.731,0.606,High
app_03610,Entertainment,Android,Third Party,Small Company,38.55,740021,4.97,28373,3624,252,15,11,1,0.091,279.43,16,0.327,0,0,8,0.277,0.715,0.329,0.725,0,0.078,0.588,0.193,1.0,High
app_03611,Education,Linux,Enterprise,Large Corporation,47.19,393203,3.41,36770,2635,298,15,48,9,0.188,20.37,11,0.856,1,0,5,0.227,0.381,0.499,0.455,0,0.084,0.456,0.437,0.822,High
app_03612,Entertainment,Linux,Microsoft Store,Individual,14.52,344864,1.59,29107,2651,215,11,5,4,0.8,460.99,3,0.747,0,0,1,0.353,0.343,0.304,0.701,0,0.774,0.923,0.276,1.0,High
app_03613,Finance,Android,Microsoft Store,Large Corporation,96.99,911511,4.25,48622,1827,376,10,26,9,0.346,26.78,18,0.723,1,0,2,0.42,0.333,0.989,0.7,0,0.869,0.227,0.62,1.0,High
app_03614,Travel,iOS,App Store,Large Corporation,16.63,50639,3.14,26586,220,67,12,13,2,0.154,116.9,19,0.605,0,0,1,0.257,0.391,0.358,0.468,0,0.151,0.378,0.562,0.476,Medium
app_03615,Travel,iOS,Third Party,Large Corporation,25.01,299677,4.42,35048,2731,472,12,26,7,0.269,6.83,2,0.415,1,0,1,0.548,0.79,0.682,0.36,0,0.636,0.16,0.773,1.0,High
app_03616,Education,iOS,Microsoft Store,Large Corporation,6.14,778573,3.06,36906,635,438,10,25,13,0.52,1031.89,16,0.725,0,0,4,0.817,0.53,0.568,0.052,1,0.134,0.301,0.744,1.0,High
app_03617,Business,Android,App Store,Individual,2.95,309289,3.58,32536,3613,43,8,39,9,0.231,36.79,19,0.411,0,0,9,0.276,0.952,0.906,0.213,0,0.047,0.308,0.496,1.0,High
app_03618,Health,macOS,Third Party,Open Source,16.68,779697,1.05,5879,900,610,13,11,3,0.273,54.98,12,0.319,0,0,3,0.462,0.99,0.168,0.731,0,0.664,0.346,0.216,1.0,High
app_03619,Social,Linux,Google Play,Unknown,25.71,676147,3.93,7238,653,718,10,46,10,0.217,2.0,2,0.691,0,0,6,0.491,0.213,0.418,0.375,0,0.8,0.836,0.267,1.0,High
app_03620,Education,Android,Enterprise,Open Source,6.15,751120,4.65,33963,2692,76,15,38,3,0.079,14.48,8,0.727,0,0,2,0.599,0.971,0.923,0.651,0,0.712,0.687,0.812,0.0,Low
app_03621,Social,Linux,Microsoft Store,Unknown,10.36,300527,1.19,45774,1345,76,12,23,13,0.565,80.16,2,0.445,0,0,5,0.578,0.925,0.623,0.311,0,0.861,0.153,0.824,0.893,High
app_03622,Travel,Windows,Enterprise,Large Corporation,17.78,67917,4.72,2297,2795,565,13,7,5,0.714,12.78,8,0.946,0,0,7,0.456,0.406,0.539,0.311,0,0.879,0.396,0.208,1.0,High
app_03623,Games,Android,Enterprise,Individual,8.72,330528,3.46,12391,2937,629,10,14,10,0.714,333.38,8,0.647,0,0,9,0.245,0.55,0.055,0.596,0,0.669,0.221,0.187,1.0,High
app_03624,Entertainment,Android,Enterprise,Small Company,15.74,459632,2.37,8974,3062,470,14,7,6,0.857,540.99,11,0.473,1,0,2,0.143,0.721,0.163,0.764,0,0.866,0.624,0.881,1.0,High
app_03625,Entertainment,Android,Enterprise,Open Source,32.88,81814,4.16,34763,2477,269,9,17,8,0.471,129.71,7,0.698,0,0,1,0.49,0.788,0.847,0.198,0,0.163,0.151,0.213,1.0,High
app_03626,Business,iOS,Google Play,Open Source,15.74,232983,3.88,26575,1493,720,10,35,11,0.314,634.08,12,0.742,0,0,4,0.328,0.937,0.883,0.524,0,0.288,0.67,0.237,1.0,High
app_03627,Productivity,macOS,Third Party,Small Company,1.93,976871,3.11,41181,329,536,13,23,11,0.478,2035.35,19,0.867,0,0,2,0.572,0.787,0.25,0.103,0,0.37,0.382,0.93,0.834,High
app_03628,Education,Android,App Store,Unknown,34.6,730940,2.62,45705,2507,411,11,30,4,0.133,119.0,7,0.55,0,0,3,0.281,0.022,0.502,0.158,0,0.211,0.76,0.129,1.0,High
app_03629,Education,macOS,Enterprise,Open Source,48.55,193012,4.22,23443,3526,494,12,9,4,0.444,206.91,11,0.353,0,0,1,0.118,0.829,0.448,0.605,0,0.093,0.236,0.78,1.0,High
app_03630,Social,macOS,Enterprise,Large Corporation,2.82,421770,4.11,41033,3355,95,10,46,10,0.217,110.59,16,0.449,1,0,0,0.637,0.709,0.595,0.951,0,0.615,0.333,0.324,0.411,Medium
app_03631,Social,Linux,Third Party,Individual,21.48,108458,1.16,18675,53,204,14,7,5,0.714,193.56,3,0.519,0,0,2,0.476,0.376,0.275,0.689,0,0.446,0.279,0.809,1.0,High
app_03632,Social,iOS,Microsoft Store,Open Source,23.5,388916,2.37,10292,2650,691,10,44,14,0.318,204.2,8,0.491,0,0,3,0.086,0.683,0.523,0.397,0,0.886,0.611,0.821,0.646,High
app_03633,Finance,Windows,App Store,Unknown,3.45,240431,2.36,972,3427,183,11,39,7,0.179,84.6,16,0.795,1,0,6,0.864,0.979,0.603,0.52,0,0.188,0.63,0.064,1.0,High
app_03634,Education,Linux,Third Party,Small Company,60.81,97896,1.59,3967,1262,420,16,10,9,0.9,492.0,6,0.487,1,0,6,0.925,0.851,0.851,0.303,0,0.78,0.901,0.264,1.0,High
app_03635,Business,Windows,Enterprise,Small Company,42.64,873379,2.51,29125,1347,332,9,12,5,0.417,55.32,3,0.821,0,0,7,0.774,0.772,0.777,0.416,0,0.145,0.224,0.324,1.0,High
